image_fn,label_fn,gt_label_fn
dataset/Poland_dataset/HR_image/slaskie_39.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_39_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_39.tif
dataset/Poland_dataset/HR_image/wielkopolskie_9.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_9_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_9.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_9.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_9_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_9.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_25.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_25_esa.tif,
dataset/Poland_dataset/HR_image/wielkopolskie_40.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_40_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_40.tif
dataset/Poland_dataset/HR_image/wielkopolskie_32.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_32_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_32.tif
dataset/Poland_dataset/HR_image/pomorskie_29.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_29_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_29.tif
dataset/Poland_dataset/HR_image/podkarpackie_19.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_19_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_13.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_13_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_13.tif
dataset/Poland_dataset/HR_image/pomorskie_38.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_38_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_38.tif
dataset/Poland_dataset/HR_image/zachodniopomorskie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/zachodniopomorskie_2_esa.tif,
dataset/Poland_dataset/HR_image/podlaskie_1.tif,dataset/Poland_dataset/ESA_GLC10_label/podlaskie_1_esa.tif,dataset/Poland_dataset/HR_ground_truth/podlaskie_1.tif
dataset/Poland_dataset/HR_image/mazowieckie_15.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_15_esa.tif,
dataset/Poland_dataset/HR_image/warminsko-mazurskie_1.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_1_esa.tif,dataset/Poland_dataset/HR_ground_truth/warminsko-mazurskie_1.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_5_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_18.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_18_esa.tif,
dataset/Poland_dataset/HR_image/swietokrzyskie_18.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_18_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_18.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_15.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_15_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_15.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_4_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_10.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_10_esa.tif,
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_5_esa.tif,dataset/Poland_dataset/HR_ground_truth/kujawsko-pomorskie_5.tif
dataset/Poland_dataset/HR_image/lubuskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_4_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_4.tif
dataset/Poland_dataset/HR_image/pomorskie_13.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_13_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_33.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_33_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_33.tif
dataset/Poland_dataset/HR_image/lubuskie_10.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_10_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_10.tif
dataset/Poland_dataset/HR_image/malopolskie_3.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_3_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_7.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_7_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_7.tif
dataset/Poland_dataset/HR_image/slaskie_14.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_14_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_14.tif
dataset/Poland_dataset/HR_image/wielkopolskie_17.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_17_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_23.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_23_esa.tif,
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_9.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_9_esa.tif,dataset/Poland_dataset/HR_ground_truth/kujawsko-pomorskie_9.tif
dataset/Poland_dataset/HR_image/zachodniopomorskie_1.tif,dataset/Poland_dataset/ESA_GLC10_label/zachodniopomorskie_1_esa.tif,dataset/Poland_dataset/HR_ground_truth/zachodniopomorskie_1.tif
dataset/Poland_dataset/HR_image/mazowieckie_11.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_11_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_11.tif
dataset/Poland_dataset/HR_image/malopolskie_35.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_35_esa.tif,
dataset/Poland_dataset/HR_image/swietokrzyskie_38.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_38_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_38.tif
dataset/Poland_dataset/HR_image/podlaskie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/podlaskie_8_esa.tif,dataset/Poland_dataset/HR_ground_truth/podlaskie_8.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_30.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_30_esa.tif,
dataset/Poland_dataset/HR_image/swietokrzyskie_16.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_16_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_16.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_26.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_26_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_26.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_21.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_21_esa.tif,
dataset/Poland_dataset/HR_image/podkarpackie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_2_esa.tif,dataset/Poland_dataset/HR_ground_truth/podkarpackie_2.tif
dataset/Poland_dataset/HR_image/slaskie_25.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_25_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_25.tif
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_2_esa.tif,dataset/Poland_dataset/HR_ground_truth/kujawsko-pomorskie_2.tif
dataset/Poland_dataset/HR_image/pomorskie_37.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_37_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_37.tif
dataset/Poland_dataset/HR_image/mazowieckie_29.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_29_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_27.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_27_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_10.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_10_esa.tif,
dataset/Poland_dataset/HR_image/wielkopolskie_11.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_11_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_30.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_30_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_14.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_14_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_14.tif
dataset/Poland_dataset/HR_image/mazowieckie_26.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_26_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_26.tif
dataset/Poland_dataset/HR_image/malopolskie_23.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_23_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_23.tif
dataset/Poland_dataset/HR_image/wielkopolskie_26.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_26_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_26.tif
dataset/Poland_dataset/HR_image/lodzkie_16.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_16_esa.tif,
dataset/Poland_dataset/HR_image/swietokrzyskie_11.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_11_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_11.tif
dataset/Poland_dataset/HR_image/malopolskie_25.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_25_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_21.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_21_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_21.tif
dataset/Poland_dataset/HR_image/pomorskie_22.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_22_esa.tif,
dataset/Poland_dataset/HR_image/warminsko-mazurskie_3.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_3_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_1.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_1_esa.tif,
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_17.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_17_esa.tif,dataset/Poland_dataset/HR_ground_truth/kujawsko-pomorskie_17.tif
dataset/Poland_dataset/HR_image/slaskie_7.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_7_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_35.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_35_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_35.tif
dataset/Poland_dataset/HR_image/pomorskie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_2_esa.tif,
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_4_esa.tif,dataset/Poland_dataset/HR_ground_truth/kujawsko-pomorskie_4.tif
dataset/Poland_dataset/HR_image/wielkopolskie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_5_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_5.tif
dataset/Poland_dataset/HR_image/lubuskie_11.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_11_esa.tif,
dataset/Poland_dataset/HR_image/lodzkie_11.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_11_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_11.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_33.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_33_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_33.tif
dataset/Poland_dataset/HR_image/mazowieckie_24.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_24_esa.tif,
dataset/Poland_dataset/HR_image/swietokrzyskie_23.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_23_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_23.tif
dataset/Poland_dataset/HR_image/wielkopolskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_4_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_4.tif
dataset/Poland_dataset/HR_image/mazowieckie_23.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_23_esa.tif,
dataset/Poland_dataset/HR_image/wielkopolskie_28.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_28_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_28.tif
dataset/Poland_dataset/HR_image/lubuskie_23.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_23_esa.tif,
dataset/Poland_dataset/HR_image/wielkopolskie_19.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_19_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_19.tif
dataset/Poland_dataset/HR_image/slaskie_34.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_34_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_35.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_35_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_35.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_30.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_30_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_38.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_38_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_38.tif
dataset/Poland_dataset/HR_image/lodzkie_3.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_3_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_3.tif
dataset/Poland_dataset/HR_image/mazowieckie_28.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_28_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_28.tif
dataset/Poland_dataset/HR_image/mazowieckie_33.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_33_esa.tif,
dataset/Poland_dataset/HR_image/zachodniopomorskie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/zachodniopomorskie_8_esa.tif,dataset/Poland_dataset/HR_ground_truth/zachodniopomorskie_8.tif
dataset/Poland_dataset/HR_image/malopolskie_37.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_37_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_37.tif
dataset/Poland_dataset/HR_image/slaskie_40.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_40_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_40.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_28.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_28_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_28.tif
dataset/Poland_dataset/HR_image/warminsko-mazurskie_10.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_10_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_17.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_17_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_17.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_33.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_33_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_33.tif
dataset/Poland_dataset/HR_image/lubuskie_19.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_19_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_19.tif
dataset/Poland_dataset/HR_image/malopolskie_28.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_28_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_28.tif
dataset/Poland_dataset/HR_image/wielkopolskie_30.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_30_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_9.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_9_esa.tif,
dataset/Poland_dataset/HR_image/podkarpackie_15.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_15_esa.tif,dataset/Poland_dataset/HR_ground_truth/podkarpackie_15.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_26.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_26_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_26.tif
dataset/Poland_dataset/HR_image/lubuskie_21.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_21_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_21.tif
dataset/Poland_dataset/HR_image/wielkopolskie_16.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_16_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_16.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_31.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_31_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_31.tif
